Zip Code,County,2010,2011,2012,2013,2014,2015,2016,2010_AAW,2011_AAW,2012_AAW,2013_AAW,2014_AAW,2015_AAW,2016_AAW
36093,"Schenectady County, New York",48092,47017.55192,47622.83186,47881.90276,47435.25471,49294.34484,33327.74754,,,,,,,
36095,"Schoharie County, New York",32940,31830.7809,31178.53601,32061.70279,31789.87564,33173.43786,32613.00356,,,,,,,
36097,"Schuyler County, New York",32475,31294.15605,31629.89251,31020.50943,31630.77625,32792.97937,39550.06588,,,,,,,
36099,"Seneca County, New York",36200,35232.9248,38485.22342,38195.6494,40409.42581,39282.56607,47748.49398,,,,,,,
36101,"Steuben County, New York",48851,47850.80839,46264.04106,46543.75586,46707.03409,47682.61735,51579.3419,,,,,,,
36103,"Suffolk County, New York",51611,50335.21821,50317.7512,49544.8426,49649.91817,51016.85023,35065.60932,,,,,,,
36105,"Sullivan County, New York",35532,34471.6663,34613.75555,34235.95951,34685.48447,35181.0601,44881.42663,,,,,,,
36107,"Tioga County, New York",45523,43266.93786,43045.05716,43096.31083,43037.74767,44691.61433,44919.18669,,,,,,,
36109,"Tompkins County, New York",43076,42373.20311,42782.55276,42325.1596,43345.03678,44605.35286,37190.96122,,,,,,,
36111,"Ulster County, New York",37113,36233.21654,36292.65064,36075.21551,35707.3571,36929.89794,36798.97585,,,,,,,
36113,"Warren County, New York",35619,34772.13781,34919.69594,34359.38082,35204.60304,35896.57631,38078.32262,,,,,,,
36115,"Washington County, New York",37611,37437.02254,38302.03689,38139.04263,38179.30699,38962.94461,36718.96048,,,,,,,
36117,"Wayne County, New York",37537,36747.76201,36445.62083,36211.62854,35394.61316,36731.04254,62395.80078,,,,,,,
36119,"Westchester County, New York",63957,61957.60992,62561.03227,61708.80209,61996.03053,63289.58757,36469.02485,,,,,,,
36121,"Wyoming County, New York",35383,35043.81014,36324.7555,35532.34732,35891.00325,36571.23182,30137.92158,,,,,,,
36123,"Yates County, New York",29044,28806.86631,28608.25905,28363.70321,29143.37099,30217.84744,80168.202,,,,,,,
36999,"Unknown Or Undefined, New York",77257,78699.53702,78603.07317,77996.70389,78938.75145,85534.15101,34775.21648,,,,,,,
